round_id,duration,num_rollout,num_envs_per_worker,learner_time,actor_time,eval_reward_max,eval_reward_mean,eval_reward_min,learner_loss
1.000000000000000000e+00,1.292045474052429199e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.098269999999999982e+02,-4.098269999999999982e+02,-4.098269999999999982e+02,7.449360000000000355e+02
